0	42131.0	43224.0
0	40103.0	40465.0
0	38235.0	37191.0
0	39236.25	36455.0
0	38609.25	36582.0
0	36741.25	33303.0
0	35367.0	30865.0
0	36564.5	30497.0
0	34951.5	27954.0
0	34951.5	31850.5
0	32715.5	29675.5
0	33913.0	28939.5
0	32300.0	26872.0
0	31070.0	24704.0
0	30443.0	25069.0
0	30443.0	24701.0
0	29085.0	22764.0
0	27982.0	20613.0
0	26879.0	18676.0
0	26879.0	18308.0
0	26879.0	20733.5
0	25939.0	18966.0
0	25045.0	17364.0
0	25045.0	16628.0
0	24151.0	14946.0
0	23942.0	13755.0
0	23257.0	11705.0
0	23257.0	11337.0
0	22572.0	9655.0
0	22096.0	7785.0
0	22096.0	8498.0
0	22096.0	8130.0
0	21620.0	6080.0
0	21382.0	4422.0
0	21255.0	2740.0
0	21255.0	2004.0
0	21255.0	1774.5
0	21017.0	347.5
0	21017.0	0.0
